ESD Station 4:30 (Medical)	4:30 and H	As a member of a community built on self-reliance, YOU are responsible for your own health and basic first aid. We can’t stress this enough — bring your own first aid kid and medications, stay hydrated, and act responsibly. Please don’t overwhelm our medical staff with minor complaints and requests for over-the-counter supplies or medication. However, if you or someone you know (or encounter) requires medical assistance, you may contact an Emergency Services Department volunteer or a Black Rock Ranger, or visit one of our six Medical Stations. Stations are located at 5:15 and Esplanade and behind the 3:00 and 9:00 Plazas. We will also have three smaller satellite stations behind the 4:30 and 7:30 Plazas on H, and between the Temple and the Man. All are easily identified by a large lit red cross. Trained emergency medical personnel are on duty 24 hours a day.
ESD Station 7:30 (Medical)	7:30 and H	As a member of a community built on self-reliance, YOU are responsible for your own health and basic first aid. We can’t stress this enough — bring your own first aid kid and medications, stay hydrated, and act responsibly. Please don’t overwhelm our medical staff with minor complaints and requests for over-the-counter supplies or medication. However, if you or someone you know (or encounter) requires medical assistance, you may contact an Emergency Services Department volunteer or a Black Rock Ranger, or visit one of our six Medical Stations. Stations are located at 5:15 and Esplanade and behind the 3:00 and 9:00 Plazas. We will also have three smaller satellite stations behind the 4:30 and 7:30 Plazas on H, and between the Temple and the Man. All are easily identified by a large lit red cross. Trained emergency medical personnel are on duty 24 hours a day.
ESD Station 9:00 (Medical)	9:00 and C	As a member of a community built on self-reliance, YOU are responsible for your own health and basic first aid. We can’t stress this enough — bring your own first aid kid and medications, stay hydrated, and act responsibly. Please don’t overwhelm our medical staff with minor complaints and requests for over-the-counter supplies or medication. However, if you or someone you know (or encounter) requires medical assistance, you may contact an Emergency Services Department volunteer or a Black Rock Ranger, or visit one of our six Medical Stations. Stations are located at 5:15 and Esplanade and behind the 3:00 and 9:00 Plazas. We will also have three smaller satellite stations behind the 4:30 and 7:30 Plazas on H, and between the Temple and the Man. All are easily identified by a large lit red cross. Trained emergency medical personnel are on duty 24 hours a day.
Everywhere	located in The Pavilion	The Everywhere Pavilion serves as a point of connection between Black Rock Citizens and off-playa worldwide Burning Man-related projects and culture. Come learn about Burning Man’s global nonprofit activities and programs, including BURNERS WITHOUT BORDERS (which also has a camp on the Esplanade), BLACK ROCK LABS (formerly Black Rock Solar), CIVIC ARTS, GLOBAL ART GRANTS, the BURNING MAN GLOBAL NETWORK, and FLY RANCH.
F.U.N. (Family Unification Network)	Black Rock Rangers HQ (5:45 and Esplanade)	Family Unification Network (F.U.N.) Families register themselves and their children at the Black Rock Ranger HQ in Center Camp. Register between 8-11am and 1-5pm. Parents/guardians must bring photo ID, their children and provide camp location.The registered child will receive a wristband with a serial number that is unique to them, which will identify the child, parents and camp location. That’s all you have to do! Should your child become separated from you, all he or she has to do is find a Ranger. The wristband serial number will facilitate a speedy reunion.
Fire Camp (ESD Fire Dept)	3:20 and  C	Fire Camp is the main fire station for Burning Man. Complete with a fire station facade out front. Camping is open to all ESD volunteers.
Fire Conclave Convergence	6:00 Portal
First Camp	11:55 and Rod's Road	"First Camp" functions as a business management center and BRC's home to the Board of Directors and Management Staff
GATE	Gate Road	This year (2019) the Gate will open at 12:01 am on Sunday, August 25, and close at 12 noon on Tuesday, September 3
Greeters Camp	6:00 and D	home of Greeter volunteers
Greeters Station	Gate Road	Welcome Home, Burners!
HOVerlandia	6:15 and I	reserved camping for BxB riders and volunteers
Hell Station (BRC Fuel Program)	near 10:00 and L	https://burningman.org/event/black-rock-city-guide/infrastructure/brc-fuel-program/
Ice Cubed	3:00 G Plaza	Ice is available in 7 lb crushed or 10 lb blocks for $4/bagIce is sold at Arctica in Center Camp, and in the 3:00 and 9:00 plazas, now on G. During the event, Monday to Saturday hours are 9 am to 6 pm, Sunday noon to 6 pm.
Ice-9	9:00 G Plaza	Ice is available in 7 lb crushed or 10 lb blocks for $4/bagIce is sold at Arctica in Center Camp, and in the 3:00 and 9:00 plazas, now on G. During the event, Monday to Saturday hours are 9 am to 6 pm, Sunday noon to 6 pm.NEW: pre-event ice is available at Ice 9 on Saturday and Sunday from noon to 6 pm.
Lamplighter Chapel and Village	6:25 Center Camp Plaza to 5:45 Rod's Ring Road	Volunteer to be a Lamplighter daily at 5pm. No experience is required. We welcome virgin and seasoned burners alike.
MOOP Map HQ	5:30 and Esplanade	The largest LEAVE NO TRACE event in the world. Learn how you make it happen.
Media Mecca	10:00 Center Camp Plaza	Black Rock City's press room (open 10am-5pm daily starting Sunday 8/25) Media Mecca is home to the members of the Media Team that volunteer to assist press, filmmakers, photographers, and other members of the media in the endeavor to document the cultural story of Black Rock City and Burning Man. Come on by to register your media project for publication or to meet up with other photographers videographers or journalists
Mobility Camp	4:30 Center Camp Plaza	Wheelchair accessible tours, Charging station for medical Equipment, Obstacle courses for the able bodiedSign up for tours on playa
NOC	None	Network Operations Center - infrastructure for Burning Man operations
PO@6 Post Office	9:15 Center Camp Plaza	Black Rock City Post Office (open 10am-10pm) There’s no team in Fuck You! We provide service and delivery of your U.S. and playa mail, on and off the playa. Come trade post cards, stamps, stories and deliver the mail. We provide performance art, socialization, integration, certified documentation and BRC citizenship. Come join the team!
Playa Info	1:00 and Center Camp Plaza	Playa Info in Center Camp is staffed by knowledgeable volunteers ready to answer your questions, 9 am to 6 pm, unless otherwise posted. You can use the Playa Info Directory 24/7 to register yourself and your camp location and look up friends, or find and post theme camp locations, event schedules, rideshares, services, information and Lost + Found. NOTE: there is no Internet access. Playa Info’s large BRC map shows public theme camp locations, and bulletin boards are available for posting events, messages and general information.Nevada State Health Division will issue food/health permits & answer questions from Sat Aug 24 through Wed Aug 28, from 1-3pm.
Ranger Camp Geneva	7:30 and H	Black Rock City, NV
Ranger Camp Moscow	5:30 and C	Staff camp for Black Rock Rangers (see other outposts for Ranger services)
Ranger Headquarters	1:00 Rod's Road (5:45 and Esplanade)	Black Rock Rangers are BRC’s volunteer community mediation team; they can help you find solutions to problems that you can't immediately resolve yourself. Available 24/7 to assist with disputes, emergencies, or questions.
Ranger Outpost Berlin (3:00)	3:00 and C	Black Rock Rangers are BRC’s volunteer community mediation team; they can help you find solutions to problems that you can't immediately resolve yourself. Available 24/7 to assist with disputes, emergencies, or questions.
Ranger Outpost Tokyo (9:00)	9:00 and C	Black Rock Rangers are BRC’s volunteer community mediation team; they can help you find solutions to problems that you can't immediately resolve yourself. Available 24/7 to assist with disputes, emergencies, or questions.
Recycle Camp	6:00 Center Camp Plaza (Inner Circle)	Pre-crush and sort your empty aluminum cans into a mesh bag (so they dry out!), then bring them to Recycle Camp between 9 am and 5 pm, Monday through Sunday. Come ride the CRUSHINATOR, our state of the ART bicycle-powered aluminum can crushing machine. Come by early (don’t wait until the last day!), come by often (we have great fun!), but by all means come before 5pm Sunday, or you’ll have to pack them out yourself. No plastic, tin, or steel please. All proceeds donated to Gerlach schools.
Survivor Advocacy Center	5:15 and Esplanade	In the event of a sexual violation, support is available through any Black Rock Ranger or ESD (Medical) Outpost. The Crisis Intervention Team also has a drop-in room staffed with advocates available on a drop-in basis 24/7 located at the back of the ESD Medical Station at 5:15 and Esplanade — a quiet space where you can have a private and confidential conversation with a trained survivor advocate to advise and assist in counseling, filing a report, or obtaining an off-site forensic exam if needed.
Temple Guardians	5:30 and Esplanade	The Temple Guardians are committed to holding the sacred space of the Temple at Burning Man. We provide the Temple with grounding and love. We follow a philosophy that calls for small pushes from a great distance to hold the sacred space of the Temple. Nothing is added but what participants create themselves.Training for new and veteran guardians happens here Sunday through Wednesday with Burn Perimeter training on Friday
The Pavilion	6:20 and Esplanade	The Pavilion now houses the ARTery and Everywhere 
The Pit	5:15 and G	Support camp for members of DMV
Toilets	10:00 and A
Toilets	10:00 and H
Toilets	9:30 and C
Toilets	9:30 and H
Toilets	9:00 and E
Toilets	9:00 and H
Toilets	8:30 and C
Toilets	8:30 and H
Toilets	8:00 and C
Toilets	8:00 and H
Toilets	7:30 and C
Toilets	7:30 and I
Toilets	7:00 and C
Toilets	7:00 and H
Toilets	6:30 and C
Toilets	6:30 and H
Toilets	6:00 and F
Toilets	6:00 and J
Toilets	5:30 and C
Toilets	5:30 and H
Toilets	5:00 and C
Toilets	5:00 and H
Toilets	4:30 and C
Toilets	4:30 and I
Toilets	4:00 and C
Toilets	4:00 and H
Toilets	3:30 and C
Toilets	3:30 and H
Toilets	3:00 and E
Toilets	3:00 and H
Toilets	2:30 and C
Toilets	2:30 and H
Toilets	2:00 and A
Toilets	2:00 and H
Toilets	open playa
Toilets	open playa
Toilets	behind the Man
Toilets	open playa 350' behind the Temple
Toilets	deep playa	by the trash fence approx 11:20
Toilets	deep playa	by the trash fence approx 12:40
V-Spot	Center Camp	V-Spot is Burning Man’s Volunteer Resource Team's Center Camp location in Black Rock City. The Volunteer Resource Team helps turn citizens into participants throughout the year and at Black Rock City. Open 9am-6pm.Also at 3:00 & C and 9:00 & C.
V-Spot 3	3:00 and C	V-Spot3 is Burning Man’s Volunteer Resource Team's 3:00 location in Black Rock City. The Volunteer Resource Team helps turn citizens into participants throughout the year and at Black Rock City. Open Daily 9am-6pm.
V-Spot 9	9:00 and C	V-Spot9 is Burning Man’s Volunteer Resource Team's 9:00 location in Black Rock City. The Volunteer Resource Team helps turn citizens into participants throughout the year and at Black Rock City. Open Daily 9am-6pm.
Volunteer Village	6:45 and D	The home of the Volunteer Resource Team
Walk-In Camping	2:00-5:00 past L	Walk-in camping is located outside L street between 2:00 and 5:00. Park your vehicles on the outside of L street, and walk in to set up your camp on the open playa side of the banner flag fence.
Walk-In Camping	2:00-5:00 past L	A large area past L Street between 2:00 and 5:00 is reserved for walk-in camping. Camp without cars! No vehicles or RVs are allowed. You must leave your vehicle along L street and carry your belongings to your chosen spot. The sheer difficulty of this exercise keeps Walk-In Camping sparsely populated, and your efforts will be rewarded with a sense of solitude unavailable in other parts of the city.
Walk-In Camping	2:00-5:00 past L	A large area past L Street between 2:00 and 5:00 is reserved for walk-in camping. Camp without cars! No vehicles or RVs are allowed. You must leave your vehicle along L street and carry your belongings to your chosen spot. The sheer difficulty of this exercise keeps Walk-In Camping sparsely populated, and your efforts will be rewarded with a sense of solitude unavailable in other parts of the city.
Zendo 3:00	3:00 and D	CRISIS INTERVENTION SERVICESThings getting a little too weird… even for Burning Man? The Zendo Project is a place where you can find support during particularly challenging experiences, substance-related or otherwise. Trained peer support volunteers offer peer counseling to individuals having a difficult or overwhelming experience but who don’t require medical care. Zendo will be open 24/7 Monday through Monday of Burn week, located at the 3:00 and 9:00 portals behind ESD on D street.
Zendo 9:00	9:00 and D	Crisis Intervention ServicesThings getting a little too weird… even for Burning Man? The Zendo Project is a place where you can find support during particularly challenging experiences, substance-related or otherwise. Trained peer support volunteers offer peer counseling to individuals having a difficult or overwhelming experience but who don’t require medical care. Zendo will be open 24/7 Monday through Monday of Burn week, located at the 3:00 and 9:00 portals behind ESD on D street.
